TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Binned,CustomerAge_Binned,Target
56.170000000000016,Debit,Detroit,Branch,27.0,Student,283.0,1.0,1351.69,2024-11-04 08:08:30,TA_Bin_1,Youth,3
28.310000000000002,Credit,Miami,Online,59.0,Doctor,20.0,1.0,8334.47,2024-11-04 08:09:17,TA_Bin_1,Senior,0
59.120000000000005,Debit,Baltimore,ATM,29.0,Doctor,257.0,1.0,9823.64,2024-11-04 08:06:58,TA_Bin_1,Youth,1
877.81,Debit,Los Angeles,Online,22.0,Student,150.0,1.0,399.0,2024-11-04 08:07:50,TA_Bin_4,Youth,3
255.26,Credit,San Francisco,Branch,45.0,Doctor,50.0,1.0,14815.87,2024-11-04 08:10:51,TA_Bin_3,Adult,2
124.75999999999999,Debit,Seattle,Branch,49.0,Engineer,45.0,1.0,5764.72,2024-11-04 08:06:23,TA_Bin_2,Adult,1
78.13,Debit,Milwaukee,Branch,26.0,Student,145.0,1.0,900.6099999999997,2024-11-04 08:12:18,TA_Bin_1,Youth,2
649.28,Debit,San Jose,ATM,75.0,Retired,137.0,1.0,4875.86,2024-11-04 08:11:15,TA_Bin_4,Senior,2
795.31,Debit,Mesa,ATM,66.0,Doctor,90.0,2.0,7914.88,2024-11-04 08:11:17,TA_Bin_4,Senior,2
335.63,Debit,Oklahoma City,Online,55.0,Retired,216.0,1.0,1019.3899999999999,2024-11-04 08:07:32,TA_Bin_3,Senior,1
328.47,Debit,San Antonio,ATM,63.0,Retired,119.0,1.0,4323.66,2024-11-04 08:07:31,TA_Bin_3,Senior,1
34.02000000000001,Debit,Philadelphia,Online,38.0,Doctor,19.0,1.0,14214.48,2024-11-04 08:11:45,TA_Bin_1,Adult,2
241.42,Credit,Charlotte,Online,57.0,Doctor,116.0,1.0,13357.02,2024-11-04 08:09:03,TA_Bin_3,Senior,3
55.31999999999999,Debit,Tucson,ATM,19.0,Student,117.0,1.0,241.78999999999996,2024-11-04 08:08:03,TA_Bin_1,Youth,3
304.31,Debit,Louisville,Branch,27.0,Student,33.0,1.0,868.6099999999997,2024-11-04 08:09:53,TA_Bin_3,Youth,0
435.27,Debit,Chicago,Branch,74.0,Retired,90.0,1.0,4673.28,2024-11-04 08:11:12,TA_Bin_4,Senior,2
164.49,Debit,Baltimore,Branch,26.0,Student,75.0,1.0,1509.27,2024-11-04 08:10:33,TA_Bin_2,Youth,0
510.24,Debit,Oklahoma City,Online,19.0,Student,105.0,1.0,781.6999999999998,2024-11-04 08:11:35,TA_Bin_4,Youth,2
626.9,Debit,Denver,Online,26.0,Student,138.0,1.0,265.5100000000002,2024-11-04 08:07:24,TA_Bin_4,Youth,1
22.009999999999962,Credit,Sacramento,Online,41.0,Engineer,175.0,1.0,1335.0900000000001,2024-11-04 08:06:31,TA_Bin_1,Adult,1
425.34,Credit,Kansas City,Online,69.0,Retired,121.0,1.0,3907.54,2024-11-04 08:07:07,TA_Bin_4,Senior,1
424.56,Debit,Omaha,Online,51.0,Engineer,264.0,1.0,5183.85,2024-11-04 08:09:02,TA_Bin_4,Adult,3
85.43,Debit,Virginia Beach,Branch,67.0,Doctor,145.0,1.0,14904.9,2024-11-04 08:06:45,TA_Bin_2,Senior,1
169.5,Debit,San Diego,Branch,28.0,Student,142.0,1.0,918.8800000000001,2024-11-04 08:08:58,TA_Bin_2,Youth,3
104.63,Debit,Omaha,ATM,62.0,Retired,90.0,1.0,4477.78,2024-11-04 08:10:42,TA_Bin_2,Senior,0
316.95,Debit,Mesa,Branch,25.0,Student,83.0,1.0,1324.0299999999997,2024-11-04 08:09:15,TA_Bin_3,Youth,0
60.53999999999999,Credit,Columbus,Branch,57.0,Retired,52.0,1.0,3534.93,2024-11-04 08:09:57,TA_Bin_1,Senior,0
292.56,Credit,Dallas,Branch,68.0,Retired,61.0,1.0,4638.37,2024-11-04 08:07:49,TA_Bin_3,Senior,3
386.52,Debit,Indianapolis,Branch,48.0,Engineer,28.0,1.0,5630.61,2024-11-04 08:07:09,TA_Bin_3,Adult,1
112.07,Debit,Kansas City,Branch,23.0,Student,51.0,1.0,930.3000000000002,2024-11-04 08:11:37,TA_Bin_2,Youth,2
568.52,Debit,Indianapolis,ATM,46.0,Engineer,152.0,1.0,5499.91,2024-11-04 08:06:25,TA_Bin_4,Adult,1
263.99,Debit,Dallas,Branch,79.0,Retired,227.0,2.0,4175.02,2024-11-04 08:11:03,TA_Bin_3,Senior,2
349.64,Debit,Las Vegas,Online,48.0,Engineer,226.0,1.0,6651.62,2024-11-04 08:08:09,TA_Bin_3,Adult,3
601.4,Credit,Philadelphia,Branch,56.0,Engineer,104.0,1.0,8458.29,2024-11-04 08:08:01,TA_Bin_4,Senior,3
5.769999999999982,Debit,Charlotte,Online,50.0,Doctor,124.0,1.0,13988.12,2024-11-04 08:11:32,TA_Bin_1,Adult,2
201.33,Credit,Nashville,Branch,42.0,Engineer,186.0,1.0,2585.07,2024-11-04 08:11:41,TA_Bin_2,Adult,2
298.42,Debit,Indianapolis,Branch,56.0,Retired,225.0,1.0,3014.75,2024-11-04 08:10:12,TA_Bin_3,Senior,0
521.06,Debit,Albuquerque,Branch,25.0,Student,128.0,1.0,1951.42,2024-11-04 08:12:10,TA_Bin_4,Youth,2
117.28,Credit,Austin,Online,60.0,Engineer,16.0,1.0,3665.77,2024-11-04 08:07:11,TA_Bin_2,Senior,1
189.12,Credit,Indianapolis,Branch,32.0,Engineer,103.0,1.0,977.0100000000002,2024-11-04 08:08:42,TA_Bin_2,Youth,3
133.55,Debit,Atlanta,ATM,44.0,Engineer,220.0,1.0,3846.28,2024-11-04 08:10:18,TA_Bin_2,Adult,0
143.21,Debit,Dallas,Online,35.0,Engineer,135.0,1.0,6374.82,2024-11-04 08:09:26,TA_Bin_2,Youth,0
24.77000000000001,Debit,Boston,ATM,62.0,Retired,55.0,1.0,5866.01,2024-11-04 08:12:15,TA_Bin_1,Senior,2
233.92,Credit,Jacksonville,Online,26.0,Student,280.0,1.0,6537.62,2024-11-04 08:08:45,TA_Bin_3,Youth,3
232.12,Debit,Omaha,ATM,37.0,Engineer,51.0,1.0,6689.87,2024-11-04 08:09:17,TA_Bin_3,Adult,0
162.63,Debit,Kansas City,Online,22.0,Student,113.0,1.0,634.1700000000001,2024-11-04 08:08:22,TA_Bin_2,Youth,3
91.53,Debit,Milwaukee,Branch,44.0,Doctor,69.0,1.0,14676.05,2024-11-04 08:11:36,TA_Bin_2,Adult,2
120.29000000000002,Debit,Miami,Branch,19.0,Student,77.0,1.0,1362.3900000000003,2024-11-04 08:06:50,TA_Bin_2,Youth,1
174.25,Debit,Seattle,Online,50.0,Doctor,67.0,1.0,10528.34,2024-11-04 08:10:29,TA_Bin_2,Adult,0
183.71,Debit,Denver,ATM,38.0,Engineer,102.0,1.0,552.5200000000004,2024-11-04 08:09:51,TA_Bin_2,Adult,0
345.39,Credit,Phoenix,Online,58.0,Engineer,80.0,1.0,6451.96,2024-11-04 08:08:16,TA_Bin_3,Senior,3
922.55,Debit,Detroit,ATM,63.0,Retired,87.0,1.0,4715.84,2024-11-04 08:11:07,TA_Bin_4,Senior,2
259.91,Debit,Denver,Online,49.0,Doctor,170.0,1.0,7176.86,2024-11-04 08:09:38,TA_Bin_3,Adult,0
154.71,Debit,San Diego,Online,34.0,Doctor,157.0,1.0,1523.7200000000003,2024-11-04 08:09:42,TA_Bin_2,Youth,0
24.559999999999974,Debit,Mesa,Branch,64.0,Doctor,69.0,1.0,9869.93,2024-11-04 08:12:05,TA_Bin_1,Senior,2
568.07,Debit,Washington,ATM,48.0,Doctor,115.0,1.0,10556.81,2024-11-04 08:07:32,TA_Bin_4,Adult,1
9.610000000000014,Credit,San Diego,Online,58.0,Doctor,179.0,1.0,12883.91,2024-11-04 08:09:10,TA_Bin_1,Senior,3
392.96,Debit,Kansas City,Online,24.0,Student,100.0,1.0,791.6499999999996,2024-11-04 08:08:38,TA_Bin_3,Youth,3
716.93,Credit,Milwaukee,Online,60.0,Retired,34.0,1.0,4064.02,2024-11-04 08:08:12,TA_Bin_4,Senior,3
230.66,Debit,Houston,Branch,21.0,Student,135.0,1.0,618.0500000000002,2024-11-04 08:10:44,TA_Bin_3,Youth,0
442.12,Debit,Los Angeles,Online,19.0,Student,260.0,1.0,1375.8000000000002,2024-11-04 08:08:21,TA_Bin_4,Youth,3
644.17,Debit,San Antonio,ATM,29.0,Engineer,72.0,1.0,1143.52,2024-11-04 08:08:04,TA_Bin_4,Youth,3
508.68,Credit,Mesa,Branch,51.0,Engineer,127.0,1.0,7708.41,2024-11-04 08:09:32,TA_Bin_4,Adult,0
858.63,Credit,San Francisco,Branch,27.0,Student,185.0,1.0,1872.96,2024-11-04 08:10:47,TA_Bin_4,Youth,2
25.360000000000042,Debit,Louisville,ATM,57.0,Engineer,78.0,1.0,201.03999999999996,2024-11-04 08:11:05,TA_Bin_1,Senior,2
147.62,Debit,Charlotte,Branch,71.0,Retired,133.0,1.0,2115.8,2024-11-04 08:07:22,TA_Bin_2,Senior,1
115.01999999999998,Debit,San Antonio,Branch,37.0,Doctor,175.0,1.0,7643.66,2024-11-04 08:08:38,TA_Bin_2,Adult,3
383.37,Debit,Fort Worth,Branch,30.0,Engineer,23.999999999999986,1.0,8901.93,2024-11-04 08:11:07,TA_Bin_3,Youth,2
98.54000000000002,Credit,El Paso,Online,20.0,Student,167.0,1.0,9383.43,2024-11-04 08:10:02,TA_Bin_2,Youth,0
83.24000000000001,Credit,Fort Worth,Branch,55.0,Doctor,164.0,1.0,1181.31,2024-11-04 08:10:52,TA_Bin_2,Senior,2
196.16,Debit,Virginia Beach,Branch,27.0,Engineer,146.0,1.0,9418.86,2024-11-04 08:08:32,TA_Bin_2,Youth,3
129.94,Debit,Las Vegas,ATM,32.0,Engineer,235.0,1.0,7954.92,2024-11-04 08:06:35,TA_Bin_2,Youth,1
306.9,Debit,Colorado Springs,Online,46.0,Engineer,51.0,1.0,9418.08,2024-11-04 08:10:48,TA_Bin_3,Adult,2
114.98000000000002,Debit,Seattle,Online,59.0,Retired,80.0,1.0,6144.68,2024-11-04 08:09:24,TA_Bin_2,Senior,0
756.59,Debit,Sacramento,Branch,27.0,Student,17.0,1.0,420.64999999999964,2024-11-04 08:11:40,TA_Bin_4,Youth,2
503.76,Debit,Los Angeles,Online,22.0,Student,35.0,1.0,447.8199999999997,2024-11-04 08:09:22,TA_Bin_4,Youth,0
143.03,Debit,San Antonio,ATM,63.0,Retired,147.0,1.0,7981.45,2024-11-04 08:10:42,TA_Bin_2,Senior,0
1045.22,Debit,Columbus,ATM,53.0,Retired,73.0,1.0,1829.9,2024-11-04 08:07:35,TA_Bin_4,Adult,1
245.54,Debit,New York,ATM,25.0,Student,180.0,1.0,985.0599999999995,2024-11-04 08:10:26,TA_Bin_3,Youth,0
254.37,Credit,Dallas,Online,51.0,Engineer,174.0,1.0,8849.26,2024-11-04 08:06:56,TA_Bin_3,Adult,1
213.76,Credit,Dallas,ATM,78.0,Retired,282.0,1.0,3528.72,2024-11-04 08:09:36,TA_Bin_3,Senior,0
327.86,Debit,Fresno,Online,40.0,Engineer,104.0,1.0,480.15999999999985,2024-11-04 08:06:30,TA_Bin_3,Adult,1
2.5,Debit,San Diego,Online,47.0,Doctor,107.0,1.0,12145.27,2024-11-04 08:09:53,TA_Bin_1,Adult,0
300.08,Credit,Austin,Online,68.0,Doctor,47.0,1.0,13546.75,2024-11-04 08:12:18,TA_Bin_3,Senior,2
56.97999999999999,Credit,Oklahoma City,ATM,43.0,Engineer,122.0,2.0,5688.37,2024-11-04 08:07:42,TA_Bin_1,Adult,1
407.65,Debit,Boston,Online,26.0,Engineer,62.0,1.0,8346.64,2024-11-04 08:06:30,TA_Bin_4,Youth,1
115.82999999999998,Debit,Fresno,Branch,39.0,Engineer,167.0,1.0,6481.04,2024-11-04 08:10:02,TA_Bin_2,Adult,0
53.56999999999999,Debit,Houston,ATM,69.0,Retired,121.0,1.0,1651.33,2024-11-04 08:08:43,TA_Bin_1,Senior,3
63.34,Credit,Detroit,Online,46.0,Doctor,165.0,1.0,11174.94,2024-11-04 08:10:13,TA_Bin_1,Adult,0
317.87,Debit,Detroit,Online,27.0,Student,91.0,1.0,145.5,2024-11-04 08:11:32,TA_Bin_3,Youth,2
331.65,Debit,Portland,Online,41.0,Engineer,61.0,1.0,4172.57,2024-11-04 08:11:00,TA_Bin_3,Adult,2
5.0400000000000205,Debit,Washington,ATM,56.0,Retired,41.0,1.0,5558.36,2024-11-04 08:10:48,TA_Bin_1,Senior,2
214.54,Credit,Detroit,Online,70.0,Doctor,247.0,1.0,11151.53,2024-11-04 08:11:56,TA_Bin_3,Senior,2
598.81,Debit,Philadelphia,Branch,57.0,Doctor,158.0,1.0,1415.52,2024-11-04 08:10:13,TA_Bin_4,Senior,0
841.28,Debit,Tucson,Online,26.0,Student,80.0,1.0,1103.6400000000003,2024-11-04 08:09:58,TA_Bin_4,Youth,0
38.150000000000006,Debit,Mesa,Online,26.0,Student,108.0,1.0,303.6800000000003,2024-11-04 08:07:42,TA_Bin_1,Youth,1
1036.66,Debit,San Antonio,Branch,58.0,Doctor,144.0,1.0,5541.57,2024-11-04 08:09:24,TA_Bin_4,Senior,0
124.72,Debit,Oklahoma City,Branch,33.0,Engineer,105.0,1.0,6309.8,2024-11-04 08:07:25,TA_Bin_2,Youth,1
302.45,Credit,San Antonio,Branch,78.0,Retired,40.0,1.0,5133.61,2024-11-04 08:11:55,TA_Bin_3,Senior,2
208.04,Debit,Louisville,Online,47.0,Engineer,273.0,1.0,9344.98,2024-11-04 08:08:45,TA_Bin_3,Adult,3
5.769999999999982,Credit,Los Angeles,Branch,23.0,Student,254.0,1.0,1117.9700000000003,2024-11-04 08:10:53,TA_Bin_1,Youth,2
381.33,Debit,Albuquerque,ATM,56.0,Doctor,75.0,1.0,11835.35,2024-11-04 08:09:32,TA_Bin_3,Senior,0
16.160000000000025,Debit,Milwaukee,ATM,50.0,Doctor,124.0,1.0,14401.17,2024-11-04 08:11:59,TA_Bin_1,Adult,2
486.08,Debit,Oklahoma City,Online,18.0,Student,68.0,1.0,1748.69,2024-11-04 08:07:03,TA_Bin_4,Youth,1
336.39,Debit,San Antonio,Branch,21.0,Student,18.0,1.0,1000.46,2024-11-04 08:09:57,TA_Bin_3,Youth,0
997.43,Debit,Seattle,Online,69.0,Doctor,118.0,1.0,6810.05,2024-11-04 08:08:25,TA_Bin_4,Senior,3
234.57,Debit,Chicago,Online,23.0,Student,120.0,1.0,263.97999999999956,2024-11-04 08:08:47,TA_Bin_3,Youth,3
6.0,Debit,Chicago,Online,30.0,Doctor,246.0,1.0,5442.76,2024-11-04 08:09:43,TA_Bin_1,Youth,0
1049.92,Debit,Detroit,ATM,80.0,Retired,21.0,1.0,2037.85,2024-11-04 08:10:34,TA_Bin_4,Senior,0
227.14,Debit,Charlotte,ATM,18.0,Student,294.0,1.0,341.9399999999996,2024-11-04 08:11:34,TA_Bin_3,Youth,2
233.74,Credit,Oklahoma City,Online,66.0,Retired,17.0,1.0,1066.5900000000001,2024-11-04 08:11:17,TA_Bin_3,Senior,2
113.01999999999998,Credit,Jacksonville,Branch,69.0,Retired,166.0,1.0,6077.96,2024-11-04 08:07:21,TA_Bin_2,Senior,1
45.849999999999994,Debit,Los Angeles,ATM,20.0,Student,92.0,1.0,1659.15,2024-11-04 08:07:24,TA_Bin_1,Youth,1
973.39,Debit,Sacramento,Branch,77.0,Retired,296.0,1.0,2042.2200000000003,2024-11-04 08:11:44,TA_Bin_4,Senior,2
415.5,Debit,Memphis,ATM,66.0,Doctor,141.0,1.0,10113.66,2024-11-04 08:10:23,TA_Bin_4,Senior,0
265.76,Debit,Philadelphia,Online,54.0,Retired,92.0,1.0,4446.17,2024-11-04 08:12:18,TA_Bin_3,Senior,2
69.4,Debit,Virginia Beach,Online,80.0,Retired,113.0,1.0,6452.77,2024-11-04 08:09:04,TA_Bin_1,Senior,3
332.93,Credit,Albuquerque,Branch,35.0,Engineer,293.0,1.0,2788.2,2024-11-04 08:08:14,TA_Bin_3,Youth,3
267.9,Debit,San Antonio,Online,20.0,Student,160.0,1.0,596.1599999999999,2024-11-04 08:08:34,TA_Bin_3,Youth,3
496.03,Debit,San Francisco,Branch,61.0,Doctor,265.0,1.0,12904.66,2024-11-04 08:09:41,TA_Bin_4,Senior,0
376.26,Debit,Tucson,ATM,37.0,Engineer,245.0,1.0,9062.4,2024-11-04 08:09:58,TA_Bin_3,Adult,0
83.01999999999998,Credit,Seattle,Online,36.0,Engineer,171.0,1.0,9009.56,2024-11-04 08:11:01,TA_Bin_2,Adult,2
93.25999999999999,Credit,New York,Online,20.0,Student,72.0,1.0,1152.1999999999998,2024-11-04 08:12:04,TA_Bin_2,Youth,2
803.37,Credit,Memphis,Branch,68.0,Doctor,129.0,1.0,12168.37,2024-11-04 08:08:40,TA_Bin_4,Senior,3
35.75999999999999,Debit,Charlotte,Branch,23.0,Student,122.0,1.0,611.8599999999997,2024-11-04 08:11:40,TA_Bin_1,Youth,2
28.53,Debit,Washington,Online,62.0,Doctor,99.0,1.0,8670.53,2024-11-04 08:06:30,TA_Bin_1,Senior,1
139.53,Credit,Louisville,Online,53.0,Doctor,177.0,1.0,10098.86,2024-11-04 08:07:31,TA_Bin_2,Adult,1
307.57,Debit,Detroit,Branch,33.0,Doctor,285.0,1.0,5307.74,2024-11-04 08:06:33,TA_Bin_3,Youth,1
60.650000000000006,Credit,Tucson,Branch,56.0,Retired,53.0,1.0,1047.2799999999997,2024-11-04 08:09:22,TA_Bin_1,Senior,0
74.86000000000001,Debit,Nashville,Branch,70.0,Doctor,125.0,1.0,6921.48,2024-11-04 08:07:39,TA_Bin_1,Senior,1
117.97,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,1475.46,2024-11-04 08:09:21,TA_Bin_2,Adult,0
231.91,Debit,Memphis,ATM,34.0,Engineer,165.0,1.0,112.76000000000022,2024-11-04 08:12:15,TA_Bin_3,Youth,2
126.20999999999998,Debit,Baltimore,Branch,75.0,Retired,268.0,1.0,5669.66,2024-11-04 08:08:42,TA_Bin_2,Senior,3
506.28,Credit,Chicago,Online,53.0,Retired,162.0,2.0,1309.9499999999998,2024-11-04 08:09:09,TA_Bin_4,Adult,3
304.35,Debit,Houston,Branch,31.0,Engineer,36.0,1.0,4057.1,2024-11-04 08:08:45,TA_Bin_3,Youth,3
281.85,Debit,Detroit,ATM,22.0,Student,109.0,1.0,1585.98,2024-11-04 08:07:38,TA_Bin_3,Youth,1
777.88,Debit,Houston,Branch,31.0,Engineer,17.0,1.0,6825.55,2024-11-04 08:09:15,TA_Bin_4,Youth,0
119.18,Debit,Los Angeles,Branch,56.0,Retired,96.0,1.0,5516.5,2024-11-04 08:07:34,TA_Bin_2,Senior,1
177.19,Debit,Chicago,Online,76.0,Retired,43.0,1.0,5343.3,2024-11-04 08:06:30,TA_Bin_2,Senior,1
260.88,Debit,Denver,Branch,22.0,Student,36.0,1.0,903.0500000000002,2024-11-04 08:06:52,TA_Bin_3,Youth,1
169.47,Debit,Chicago,Online,24.0,Student,19.0,1.0,1806.1599999999999,2024-11-04 08:07:37,TA_Bin_2,Youth,1
73.23000000000002,Debit,Portland,Branch,26.0,Student,14.0,1.0,787.7399999999998,2024-11-04 08:11:12,TA_Bin_1,Youth,2
792.57,Debit,Baltimore,ATM,19.0,Student,164.0,1.0,770.3699999999999,2024-11-04 08:10:39,TA_Bin_4,Youth,0
237.06,Debit,Phoenix,Online,71.0,Retired,46.0,1.0,1182.77,2024-11-04 08:07:50,TA_Bin_3,Senior,3
34.170000000000016,Credit,Philadelphia,Online,54.0,Engineer,54.0,1.0,726.5500000000002,2024-11-04 08:06:29,TA_Bin_1,Senior,1
740.25,Debit,Philadelphia,Online,41.0,Doctor,123.0,1.0,14464.3,2024-11-04 08:08:27,TA_Bin_4,Adult,3
453.54,Debit,Albuquerque,ATM,58.0,Doctor,82.0,1.0,12046.3,2024-11-04 08:12:06,TA_Bin_4,Senior,2
300.47,Debit,Jacksonville,Branch,73.0,Retired,100.0,1.0,7885.64,2024-11-04 08:08:00,TA_Bin_3,Senior,3
110.93,Credit,Virginia Beach,Branch,19.0,Student,201.0,1.0,1952.35,2024-11-04 08:10:53,TA_Bin_2,Youth,2
201.69,Debit,Las Vegas,ATM,59.0,Doctor,299.0,1.0,7328.52,2024-11-04 08:10:16,TA_Bin_2,Senior,0
399.21,Debit,Portland,ATM,59.0,Engineer,109.0,1.0,3210.39,2024-11-04 08:08:21,TA_Bin_4,Senior,3
1041.88,Debit,Jacksonville,Online,78.0,Retired,57.0,1.0,5726.2,2024-11-04 08:06:44,TA_Bin_4,Senior,1
630.36,Debit,Mesa,ATM,62.0,Retired,52.0,1.0,1363.65,2024-11-04 08:12:15,TA_Bin_4,Senior,2
10.939999999999998,Credit,Philadelphia,ATM,60.0,Engineer,245.0,1.0,1241.9899999999998,2024-11-04 08:11:53,TA_Bin_1,Senior,2
215.9,Debit,Los Angeles,ATM,38.0,Doctor,235.0,1.0,7873.28,2024-11-04 08:10:23,TA_Bin_3,Adult,0
226.37,Credit,Louisville,Branch,49.0,Doctor,141.0,1.0,9840.04,2024-11-04 08:09:56,TA_Bin_3,Adult,0
444.89,Credit,Las Vegas,Branch,43.0,Doctor,101.0,1.0,10328.23,2024-11-04 08:11:50,TA_Bin_4,Adult,2
280.57,Credit,Virginia Beach,Online,25.0,Student,23.999999999999986,1.0,293.2399999999998,2024-11-04 08:10:24,TA_Bin_3,Youth,0
488.54,Debit,Jacksonville,Branch,52.0,Engineer,132.0,1.0,7486.63,2024-11-04 08:07:26,TA_Bin_4,Adult,1
3.3000000000000114,Credit,Los Angeles,Branch,50.0,Doctor,131.0,1.0,11385.37,2024-11-04 08:10:11,TA_Bin_1,Adult,0
199.39,Debit,Colorado Springs,Branch,69.0,Retired,165.0,1.0,7264.79,2024-11-04 08:09:06,TA_Bin_2,Senior,3
20.360000000000014,Debit,Tucson,Branch,62.0,Retired,75.0,1.0,2762.48,2024-11-04 08:11:15,TA_Bin_1,Senior,2
113.63999999999999,Debit,Detroit,Online,62.0,Retired,32.0,1.0,6675.03,2024-11-04 08:07:55,TA_Bin_2,Senior,3
493.11,Debit,Colorado Springs,Branch,53.0,Retired,236.0,1.0,7432.99,2024-11-04 08:08:01,TA_Bin_4,Adult,3
307.41,Debit,Los Angeles,ATM,19.0,Student,14.0,1.0,1057.0,2024-11-04 08:09:48,TA_Bin_3,Youth,0
11.180000000000007,Debit,Atlanta,Online,43.0,Doctor,161.0,1.0,5956.89,2024-11-04 08:10:20,TA_Bin_1,Adult,0
313.82,Debit,Tucson,Branch,59.0,Engineer,151.0,1.0,7261.59,2024-11-04 08:08:42,TA_Bin_3,Senior,3
51.0,Debit,Seattle,Branch,64.0,Retired,107.0,1.0,4943.16,2024-11-04 08:08:23,TA_Bin_1,Senior,3
140.98,Debit,Memphis,Branch,60.0,Engineer,100.0,1.0,8127.48,2024-11-04 08:12:13,TA_Bin_2,Senior,2
288.04,Debit,Denver,ATM,68.0,Retired,63.0,1.0,1748.02,2024-11-04 08:10:00,TA_Bin_3,Senior,0
800.55,Debit,Oklahoma City,ATM,31.0,Engineer,108.0,1.0,9660.22,2024-11-04 08:06:49,TA_Bin_4,Youth,1
485.54,Debit,Houston,ATM,46.0,Engineer,143.0,1.0,6371.51,2024-11-04 08:11:46,TA_Bin_4,Adult,2
521.15,Debit,Kansas City,ATM,54.0,Doctor,214.0,1.0,9442.47,2024-11-04 08:07:31,TA_Bin_4,Senior,1
321.79,Credit,Raleigh,ATM,63.0,Retired,61.0,1.0,5959.2,2024-11-04 08:10:01,TA_Bin_3,Senior,0
